doc	token	w
1	clear	0.017682024832010666
1	common	0.02067244522152614
1	completely	0.05789565462469521
1	condition	0.12098578819514763
1	conditions	0.026653286000557077
1	confabulation	0.021248534990544875
1	confusion	0.026653286000557077
1	continue	0.01892316143226764
1	continues	0.023662865611041608
1	damage	0.14873974493381414
1	deficiency	0.024904002211298574
1	dementia	0.10304326585805479
1	deterioration	0.024904002211298574
1	develop	0.0996160088451943
1	developing	0.022700165272132568
1	diagnosed	0.07471200663389573
1	diagnosis	0.0197097448826171
1	die	0.023662865611041608
1	diet	0.047325731222083216
1	difficult	0.021248534990544875
1	difficulty	0.026653286000557077
1	disease	0.02067244522152614
1	disorder	0.06810049581639771
1	disorders	0.026653286000557077
1	do	0.0086438744993151
1	does	0.012200913161913128
1	doses	0.026653286000557077
1	download	0.024904002211298574
1	drink	0.024904002211298574
1	drinking	0.0788389795304684
1	drowsiness	0.026653286000557077
1	due	0.01929855154156507
1	early	0.022700165272132568
1	eating	0.026653286000557077
1	effect	0.02067244522152614
1	enable	0.026653286000557077
1	encephalopathy	0.1332664300027854
1	enough	0.01542459385375063
1	essential	0.04980800442259715
1	estimated	0.026653286000557077
1	even	0.011193036863978193
1	events	0.04382716364356621
1	excessive	0.026653286000557077
1	experience	0.022700165272132568
1	experienced	0.026653286000557077
1	extremely	0.023662865611041608
1	eye	0.022700165272132568
1	eyes	0.02067244522152614
1	few	0.014691604442495199
1	fights	0.024904002211298574
1	file	0.0197097448826171
1	fill	0.024904002211298574
1	five	0.021248534990544875
1	follow	0.02067244522152614
1	for	0.01985906965209529
1	form	0.015932741042752167
1	four	0.022700165272132568
1	from	0.030884732335662017
1	functioning	0.026653286000557077
1	further	0.020164298032524605
1	gait	0.026653286000557077
1	gaps	0.04980800442259715
1	good	0.011908308530963802
1	great	0.01443005377869523
1	half	0.03651622920205881
1	halted	0.026653286000557077
1	has	0.04272722970579714
1	have	0.033330153309863754
1	head	0.01929855154156507
1	healthy	0.023662865611041608
1	heavily	0.022700165272132568
1	heavy	0.09465146244416643
1	help	0.01395019695117163
1	helps	0.023662865611041608
1	high	0.017682024832010666
1	history	0.01857783600677055
1	hours	0.01929855154156507
1	how	0.020852946478373532
1	however	0.05015797347930489
1	htm	0.01929855154156507
1	http	0.010684889674976657
1	if	0.04576274619159032
1	illness	0.024904002211298574
1	immediate	0.022700165272132568
1	impact	0.021913581821783105
1	important	0.016308131152049602
1	improve	0.022700165272132568
1	improvement	0.026653286000557077
1	in	0.05853074399336513
1	inability	0.023662865611041608
1	inadequate	0.026653286000557077
1	include	0.022700165272132568
1	information	0.015587415617255079
1	insight	0.026653286000557077
1	intact	0.026653286000557077
1	into	0.04118671231075848
1	inventing	0.026653286000557077
1	involuntary	0.022700165272132568
1	is	0.1250247814570632
1	it	0.049054525286244315
1	jerky	0.026653286000557077
1	key	0.023662865611041608
1	known	0.04032859606504921
1	korsakoff	0.4637788547480659
1	korskoff	0.026653286000557077
1	lack	0.04249706998108975
1	large	0.020164298032524605
1	learning	0.01892316143226764
1	least	0.01406525082726575
1	left	0.0174204741682107
1	legs	0.024904002211298574
1	likely	0.031513248308385186
1	lives	0.024904002211298574
1	long	0.041514395483989726
1	loss	0.08765432728713242
1	main	0.04249706998108975
1	make	0.033760131640625156
1	malnutrition	0.026653286000557077
1	man	0.0174204741682107
1	manage	0.04980800442259715
1	many	0.026635421525068263
1	may	0.21563316565789784
1	meaning	0.023662865611041608
1	memories	0.023662865611041608
1	memory	0.1576779590609368
1	men	0.04134489044305228
1	mid	0.0197097448826171
1	more	0.03962876983108467
1	most	0.026251868187855413
1	movements	0.021913581821783105
1	moving	0.024904002211298574
1	much	0.027244747275146305
1	muscle	0.022700165272132568
1	muscles	0.024904002211298574
1	need	0.022753300609338407
1	nerves	0.024904002211298574
1	nervous	0.024904002211298574
1	new	0.028609987745209797
1	no	0.009997076222747122
1	normally	0.026653286000557077
1	not	0.0645333268520422
1	nutrition	0.053306572001114154
1	observed	0.024904002211298574
1	occur	0.022700165272132568
1	occurred	0.024904002211298574
1	occurring	0.024904002211298574
1	occurs	0.04980800442259715
1	of	0.11049398761043283
1	often	0.07719420616626028
1	older	0.022700165272132568
1	on	0.0050939896587193405
1	once	0.017173877643009133
1	onset	0.024904002211298574
1	or	0.08463916214007305
1	org	0.016116354483443177
1	other	0.07020710431787838
1	others	0.0338812346813742
1	out	0.028093770102328865
1	over	0.02340236810595946
1	overlap	0.026653286000557077
1	part	0.0489243934561488
1	partial	0.026653286000557077
1	particularly	0.021248534990544875
1	past	0.017682024832010666
1	pdf	0.026653286000557077
1	people	0.03539094380319355
1	period	0.047325731222083216
1	person	0.11556181568239633
1	physical	0.017682024832010666
1	poor	0.06810049581639771
1	possible	0.03536404966402133
1	presenile	0.023662865611041608
1	present	0.04134489044305228
1	prevent	0.020164298032524605
1	problems	0.0359209221867172
1	prognosis	0.026653286000557077
1	progress	0.047325731222083216
1	progresses	0.026653286000557077
1	psychological	0.023662865611041608
1	psychosis	0.10661314400222831
1	quarter	0.047325731222083216
1	range	0.04382716364356621
1	recovery	0.09465146244416643
1	relate	0.023662865611041608
1	related	0.022700165272132568
1	remain	0.026653286000557077
1	remains	0.023662865611041608
1	repetitive	0.024904002211298574
1	research	0.022700165272132568
1	result	0.0197097448826171
1	reversed	0.026653286000557077
1	see	0.023676312680627712
1	separate	0.023662865611041608
1	severe	0.045400330544265136
1	short	0.0371556720135411
1	should	0.010278541101043665
1	skills	0.06574074546534932
1	slightly	0.024904002211298574
1	small	0.020164298032524605
1	so	0.018270920382666932
1	some	0.050444362755276764
1	sometimes	0.045400330544265136
1	soon	0.01892316143226764
1	speaking	0.01929855154156507
1	stages	0.053306572001114154
1	stomach	0.026653286000557077
1	strictly	0.026653286000557077
1	such	0.03186548208550433
1	suddenly	0.024904002211298574
1	supplements	0.026653286000557077
1	support	0.03186548208550433
1	symptom	0.024904002211298574
1	symptoms	0.12749120994326926
1	syndrome	0.2273968974367875
1	system	0.018258114601029406
1	take	0.02767626365599315
1	talkative	0.026653286000557077
1	tend	0.047325731222083216
1	term	0.08268978088610456
1	tests	0.022700165272132568
1	than	0.01170118405297973
1	that	0.017717775523388154
1	their	0.04939608694957842
1	then	0.01143963338917976
1	there	0.043553818317321295
1	these	0.02065458074603732
1	they	0.047703810428336976
1	thiamine	0.0996160088451943
1	this	0.027876164423534997
1	those	0.02683378725740447
1	though	0.03084918770750126
1	three	0.02067244522152614
1	time	0.04111416440417466
1	treated	0.053306572001114154
1	treatment	0.11831432805520804
1	two	0.028366914506987327
1	uk	0.026653286000557077
1	unclear	0.024904002211298574
1	until	0.015756624154192593
1	up	0.008610814838187862
1	use	0.014691604442495199
1	usually	0.08065719213009842
1	very	0.012277273821998468
1	vitamin	0.045400330544265136
1	vitamins	0.045400330544265136
1	walk	0.021913581821783105
1	weeks	0.02067244522152614
1	wernicke	0.1992320176903886
1	what	0.04056829706121616
1	where	0.012680769989436727
1	whereas	0.026653286000557077
1	whether	0.0522614225046321
1	which	0.030547993821728625
1	while	0.01443005377869523
1	who	0.008847735950798387
1	why	0.013220756914584625
1	wide	0.023662865611041608
1	wider	0.026653286000557077
1	will	0.02416607295340282
1	with	0.07369922131446367
1	withdrawal	0.024904002211298574
1	within	0.0197097448826171
1	without	0.01671932449310163
1	woman	0.021248534990544875
1	women	0.020164298032524605
1	www	0.011568426973275626
1	years	0.02519399045547922
1	yet	0.015756624154192593
2	apathy	0.17782694372116892
2	as	0.05118739517770532
2	behaviour	0.19031769871330015
2	believe	0.11130188859646564
2	cases	0.156473857024616
2	common	0.14761152532019434
2	condition	0.1439831020324848
2	confabulation	0.15172509237116252
2	early	0.1620904534965613
2	even	0.0799238419428261
2	events	0.156473857024616
2	fill	0.17782694372116892
2	functioning	0.19031769871330015
2	gaps	0.35565388744233783
2	great	0.10303775029514323
2	illness	0.17782694372116892
2	in	0.12292311173588107
2	insight	0.19031769871330015
2	into	0.09803119340690261
2	inventing	0.19031769871330015
2	is	0.07439491916226332
2	known	0.1439831020324848
2	lack	0.15172509237116252
2	may	0.08554043841477138
2	memory	0.42221210040002516
2	more	0.07074227430093849
2	normally	0.19031769871330015
2	of	0.049311371596062185
2	or	0.05494233195856364
2	others	0.1209644209346198
2	person	0.1178812506824784
2	repetitive	0.17782694372116892
2	some	0.0720395603937355
2	stages	0.19031769871330015
2	talkative	0.19031769871330015
2	their	0.11757086403892006
2	this	0.02843566542349929
2	with	0.04784082190990621
3	all	0.06313321804036884
3	along	0.1631611039632034
3	alzheimer	0.16727281944169697
3	been	0.0827796236027156
3	better	0.11887834607293292
3	but	0.05017746001715711
3	deterioration	0.20151281672902321
3	did	0.11887834607293292
3	drinking	0.31896609826871053
3	gotten	0.191470056126079
3	guy	0.14307558275731494
3	have	0.04494895384347545
3	he	0.34183756816672933
3	if	0.04628663601978682
3	is	0.028101346543266723
3	like	0.07075767201650067
3	looks	0.1477370613043683
3	match	0.20151281672902321
3	neurologist	0.20151281672902321
3	not	0.05221768114423745
3	of	0.05587945886690248
3	or	0.06226044174718167
3	over	0.09468110938855089
3	past	0.14307558275731494
3	quit	0.20151281672902321
3	really	0.10472386999149509
3	right	0.08914432937681169
3	said	0.10329880545824952
3	secretly	0.21566729281046104
3	seen	0.2861511655146299
3	should	0.08316967496078384
3	some	0.08163495602569983
3	something	0.10545882836636948
3	symptoms	0.17193429798875035
3	ten	0.16727281944169697
3	that	0.05734594498663627
3	think	0.16326991205139965
3	unless	0.15615584382524156
3	ve	0.19623515372625883
3	we	0.10673547272869736
3	what	0.0656523537168378
3	when	0.07980682979827561
3	worse	0.1631611039632034
3	years	0.10192964042993108
3	you	0.0503302358993663
4	about	0.055566862912024145
4	am	0.09492979646238436
4	as	0.050339805555275126
4	be	0.034176432485711734
4	been	0.07184008575946764
4	bush	0.06576058856950881
4	business	0.11188385446459867
4	but	0.04354638102880394
4	clinton	0.14516729082500007
4	convinced	0.17488238536723671
4	could	0.08362324191567654
4	eliminate	0.1594064687811498
4	erase	0.1871663114267588
4	figure	0.16616680112587942
4	from	0.054220157230779956
4	george	0.11896142415169077
4	go	0.08078091928656726
4	have	0.03900883524683841
4	help	0.09796191385081142
4	if	0.04016973932060334
4	in	0.04835507274047626
4	intact	0.1871663114267588
4	invasion	0.1871663114267588
4	is	0.07316304633059144
4	know	0.06494540335255977
4	korsakoff	0.2831978980136706
4	last	0.20826025055018096
4	left	0.12233110368834006
4	life	0.14516729082500007
4	long	0.09717496338834979
4	memory	0.2768139169605409
4	my	0.06069953650138352
4	myself	0.14921274312366514
4	nixon	0.17488238536723671
4	on	0.03577132121152436
4	only	0.08621421222102708
4	please	0.1013315933874607
4	president	0.10316827022324139
4	raving	0.1871663114267588
4	realize	0.1415989490068353
4	short	0.1304583997487512
4	should	0.0721785908383105
4	so	0.06415157917722188
4	someone	0.09565985321916387
4	state	0.08313061497421113
4	still	0.10615059977898057
4	syndrome	0.14516729082500007
4	term	0.29033458165000015
4	that	0.04976753247356532
4	these	0.07252092091423844
4	this	0.027964811713593135
4	tricky	0.1871663114267588
4	trying	0.11188385446459867
4	up	0.0604673829564107
4	ve	0.08515108947810121
4	where	0.08904766732793865
4	would	0.06312450151811035
4	years	0.2653781374409775
5	about	0.06604785175252315
5	abstains	0.11123475523310618
5	additional	0.09875454247191452
5	adopts	0.11123475523310618
5	affected	0.09473681135391515
5	alcohol	0.08867858127084031
5	already	0.060759856133400326
5	another	0.05970042463045764
5	any	0.04309988707733577
5	article	0.07379411694953121
5	as	0.08975230488977783
5	be	0.06093415647254267
5	been	0.042695260137702674
5	better	0.06131390418833956
5	brain	0.07495614212640475
5	bush	0.039082155959336395
5	by	0.06334581353782061
5	can	0.029721724981359915
5	care	0.07167341677808536
5	case	0.06889791204332991
5	clearly	0.07270256208202865
5	completely	0.16108105072182147
5	continue	0.07897387324440412
5	continues	0.09875454247191452
5	could	0.049698104190769685
5	damage	0.17735716254168063
5	diet	0.09875454247191452
5	disease	0.08627432971072287
5	drink	0.10393429876678742
5	estimated	0.11123475523310618
5	eye	0.09473681135391515
5	from	0.03222356562081651
5	further	0.08415362953927702
5	good	0.049698104190769685
5	half	0.07619836850964866
5	halted	0.11123475523310618
5	has	0.10699062632683366
5	have	0.0231833293477529
5	healthy	0.09875454247191452
5	heavily	0.09473681135391515
5	help	0.05821971607121041
5	helps	0.09875454247191452
5	if	0.047746531809529195
5	improve	0.09473681135391515
5	improvement	0.11123475523310618
5	information	0.06505248024074127
5	involuntary	0.09473681135391515
5	is	0.04348150844376919
5	it	0.0629920091212717
5	jerky	0.11123475523310618
5	juxtaposition	0.11123475523310618
5	korsakoff	0.16830725907855404
5	likely	0.06575865471353247
5	lives	0.10393429876678742
5	long	0.05775202377442252
5	lot	0.06188554397995894
5	made	0.05775202377442252
5	make	0.14089444654606165
5	manage	0.10393429876678742
5	may	0.09999143320804285
5	more	0.04134665151848136
5	movements	0.09145408600559576
5	need	0.09495856623352722
5	no	0.041721772192019384
5	not	0.053864644056383276
5	note	0.07270256208202865
5	now	0.041721772192019384
5	nutrition	0.11123475523310618
5	occurred	0.10393429876678742
5	occurring	0.10393429876678742
5	occurs	0.10393429876678742
5	of	0.05764191545800147
5	once	0.07167341677808536
5	partial	0.11123475523310618
5	particularly	0.08867858127084031
5	people	0.03692511845757564
5	period	0.09875454247191452
5	person	0.13779582408665983
5	poor	0.09473681135391515
5	powerful	0.09473681135391515
5	prevent	0.08415362953927702
5	prognosis	0.11123475523310618
5	progress	0.19750908494382904
5	provides	0.11123475523310618
5	quarter	0.19750908494382904
5	recovery	0.2962636274157435
5	remains	0.09875454247191452
5	say	0.05364219454738281
5	states	0.06308633158528017
5	strong	0.09875454247191452
5	struck	0.11123475523310618
5	supplements	0.11123475523310618
5	support	0.06649366048321245
5	sure	0.053278441952340806
5	term	0.08627432971072287
5	than	0.048833691427147906
5	that	0.014788663758592531
5	their	0.03435825036854583
5	then	0.04774213655964535
5	thiamine	0.10393429876678742
5	think	0.042104874752448535
5	those	0.05599402935706021
5	though	0.0643729603117666
5	two	0.05919320401689371
5	unclear	0.10393429876678742
5	up	0.03593635249565124
5	usually	0.08415362953927702
5	very	0.10247588597453072
5	video	0.13612062519943818
5	vitamin	0.09473681135391515
5	whether	0.07270256208202865
5	while	0.06022234932083699
5	with	0.05592293466426987
5	within	0.0822565985927235
5	would	0.03751550384282978
5	years	0.05257226747954962
6	alcoholic	0.677194069712
6	is	0.09443600431436577
6	no	0.2718422796088479
6	permanent	0.677194069712
7	again	0.06460727736928182
7	alcohol	0.09081652955418293
7	also	0.049443615316603635
7	alzheimer	0.08835431399168729
7	any	0.04413898048939457
7	anywhere	0.10113541169111502
7	as	0.061277426354577835
7	at	0.03288626710395716
7	basically	0.16496454717535555
7	be	0.04160214370327352
7	believe	0.06662082782213863
7	best	0.06525433415532746
7	better	0.06279211859283182
7	bunch	0.09702081725816901
7	care	0.07340138824724997
7	change	0.07340138824724997
7	condition	0.17236497189335542
7	deficiency	0.2128800930366482
7	dementia	0.07340138824724997
7	diagnosed	0.1064400465183241
7	disease	0.08835431399168729
7	doctor	0.09081652955418293
7	does	0.0521468699489145
7	don	0.08545528137751883
7	drinking	0.33695887823496506
7	equipment	0.11391650939054276
7	even	0.04783919284839449
7	everywhere	0.1064400465183241
7	find	0.06398215898709488
7	five	0.09081652955418293
7	form	0.06809675342004089
7	from	0.06600088448880762
7	get	0.040882179150735026
7	go	0.049166328493287205
7	goes	0.08618248594667771
7	got	0.05650569611487621
7	hard	0.06734402742636753
7	he	0.25278436452420355
7	him	0.1076794602454218
7	his	0.042154354318967614
7	if	0.12224412747274306
7	improve	0.09702081725816901
7	in	0.014715364789556118
7	including	0.08618248594667771
7	is	0.059373069799625436
7	it	0.09676602133327843
7	korsakoff	0.08618248594667771
7	korskoff	0.11391650939054276
7	least	0.060115074663254255
7	let	0.05650569611487621
7	may	0.05120106128766713
7	means	0.07145862185931354
7	medical	0.34472994378671085
7	not	0.11032652910699235
7	now	0.08545528137751883
7	observed	0.1064400465183241
7	of	0.02951580101830433
7	official	0.09702081725816901
7	one	0.03857426763738186
7	person	0.07055896898253652
7	physical	0.07557321629225955
7	president	0.12558423718566364
7	progresses	0.11391650939054276
7	public	0.06167424747374169
7	saying	0.06970117588825005
7	see	0.050596442325343695
7	should	0.043930625433338595
7	since	0.06062029054782223
7	standard	0.1064400465183241
7	stop	0.1511464325845191
7	such	0.06809675342004089
7	suffer	0.1064400465183241
7	suffering	0.1064400465183241
7	supposedly	0.11391650939054276
7	team	0.20227082338223004
7	that	0.04543560914209355
7	their	0.07037318403854728
7	they	0.10194336954382924
7	this	0.03404088814800297
7	though	0.06592492537503129
7	vitamin	0.19404163451633802
7	was	0.03430536915529338
7	when	0.042154354318967614
7	whether	0.07445534517316943
7	will	0.03442870892131043
7	with	0.08590676760800267
7	without	0.14291724371862707
7	world	0.06809675342004089
7	wouldn	0.06592492537503129
7	you	0.05316934910011807
8	ago	0.2717119198709487
8	also	0.20997133975652066
8	be	0.08833554943530049
8	by	0.13774755163331748
8	can	0.1292617338968031
8	care	0.3117123966678878
8	caused	0.3977398262195269
8	didn	0.2771144439939991
8	george	0.3074786336589919
8	have	0.10082582188182491
8	in	0.06249148328017679
8	speech	0.35773934942258784
8	stress	0.3659896615952894
8	world	0.28918529636472373
8	years	0.22864024391434118
9	all	0.08132704003670968
9	around	0.16077714189028963
9	bit	0.20544310467166033
9	build	0.2778186048712097
9	but	0.06463767294653645
9	campaign	0.13881619789950833
9	can	0.07423262766554489
9	collect	0.2366135359864424
9	comments	0.3944884175823872
9	diagnostic	0.2778186048712097
9	do	0.09009880260285187
9	few	0.15313687961208136
9	get	0.09970310744699641
9	groups	0.20544310467166033
9	help	0.14540887208324338
9	here	0.11249747135149177
9	how	0.10867959203894509
9	in	0.03588770528413682
9	it	0.039332023645469595
9	medical	0.4203622133110474
9	of	0.07198288206364492
9	one	0.09407459266686209
9	or	0.0802027458102735
9	people	0.09222373774356671
9	seem	0.20115706052907248
9	some	0.10516063560789682
9	something	0.1358501059029197
9	start	0.1903121410969977
9	these	0.10764576658472624
9	this	0.04150931284873186
9	two	0.14784024402595952
9	us	0.11307033803716716
9	we	0.13749465548221235
9	with	0.13967245809255166
10	be	0.06082378991066937
10	certain	0.26555388844469907
10	condition	0.2520036206109
10	does	0.1524810973633649
10	fairly	0.29572702200657996
10	full	0.23217678737292338
10	have	0.06942401611711703
10	he	0.10559416766175918
10	if	0.071490076859959
10	in	0.043028756537293295
10	induced	0.33309984619768346
10	it	0.04715843646620831
10	medication	0.33309984619768346
10	of	0.043153133958363815
10	or	0.0961617466419094
10	physical	0.44196274724874596
10	psychological	0.29572702200657996
10	some	0.12608583778354118
10	sort	0.23649249711763648
10	turn	0.2463228357230742
10	up	0.10761378909066441
10	would	0.11234266245192372
11	am	0.10288546792735347
11	any	0.07859859770941943
11	anything	0.11863218377504023
11	are	0.04866190770086668
11	as	0.05455857531495629
11	be	0.037040617165690036
11	before	0.09782395164782828
11	blame	0.18953855081622886
11	could	0.09063135806370146
11	differently	0.3790771016324577
11	difficulties	0.40570388326934304
11	does	0.09285830364625089
11	doing	0.11285683803722049
11	due	0.14687677350032696
11	even	0.08518759227657614
11	explain	0.15000627008914938
11	flying	0.20285194163467152
11	for	0.07557137303635868
11	having	0.23478597063747703
11	he	0.19291496690850637
11	his	0.07506455971752576
11	individuals	0.1727656620194519
11	is	0.026431512328854708
11	just	0.061087815794882094
11	landing	0.20285194163467152
11	more	0.07540133048380039
11	not	0.04911480952783096
11	others	0.12893108639499606
11	people	0.06733805417661548
11	quit	0.18953855081622886
11	recently	0.14139157570534278
11	saw	0.16171764260640115
11	short	0.14139157570534278
11	some	0.07678405528847533
11	speculation	0.18953855081622886
11	tend	0.180092549704369
11	than	0.08905498198315895
11	that	0.08090751360919833
11	them	0.06265701564069569
11	they	0.09076564301075478
11	think	0.07678405528847533
11	though	0.11739298531873851
11	told	0.12564485985765597
11	two	0.10794698420687866
11	used	0.11504664010690459
11	was	0.12217563158976419
12	administration	0.11494608934383056
12	anger	0.3025517351786224
12	anything	0.0946835693704545
12	are	0.03883839078804062
12	as	0.08708936287277037
12	at	0.046738974198667745
12	because	0.14822547061234087
12	bush	0.17065166514305602
12	election	0.06045142197560956
12	fans	0.16190164655587191
12	fight	0.11494608934383056
12	finger	0.14373675743313158
12	fingers	0.16190164655587191
12	fire	0.13311097846657088
12	for	0.030157783131081597
12	friday	0.12248519950001018
12	get	0.11620602061470174
12	gracious	0.16190164655587191
12	had	0.07190921988540509
12	he	0.10264711801151537
12	his	0.23964425912464207
12	in	0.06274178699414816
12	increase	0.14373675743313158
12	intelligence	0.16190164655587191
12	is	0.04219141638496386
12	just	0.048755845677361624
12	kerry	0.0691058662176892
12	kind	0.08473851427273116
12	knew	0.14373675743313158
12	level	0.11090635566851621
12	life	0.12557186831039124
12	lift	0.1512758675893112
12	little	0.09182184954174016
12	ll	0.07807595390390085
12	management	0.11972408016126729
12	more	0.3008992534026654
12	never	0.09789653430699025
12	no	0.06072583700086686
12	of	0.06292314621267273
12	officials	0.12557186831039124
12	on	0.06188545106730988
12	own	0.08473851427273116
12	policy	0.13788896928400762
12	president	0.0892420900649106
12	prone	0.1512758675893112
12	re	0.06948844812849801
12	senate	0.12557186831039124
12	skills	0.13311097846657088
12	smarter	0.1512758675893112
12	stress	0.12248519950001018
12	stronger	0.16190164655587191
12	that	0.021524828349374348
12	they	0.03622126299537469
12	this	0.0241899785679506
12	through	0.0892420900649106
12	thus	0.14373675743313158
12	tremendous	0.16190164655587191
12	vs	0.1512758675893112
12	was	0.048755845677361624
12	we	0.04006321161522287
12	who	0.053744330762664765
12	witnessed	0.1512758675893112
12	years	0.15303736049542835
13	abnormalities	0.1592574278776436
13	about	0.05060221270435901
13	article	0.1130739457265655
13	be	0.03112292138673036
13	behavior	0.13219724388026663
13	brain	0.11485450462765735
13	but	0.039655707013968845
13	can	0.09108457032531905
13	confabulation	0.13588125314360205
13	coordination	0.1592574278776436
13	dealing	0.15132054203396775
13	do	0.055276304907872754
13	double	0.14516421509138375
13	drooping	0.1592574278776436
13	explain	0.1260409169376826
13	eye	0.14516421509138375
13	eyelid	0.1592574278776436
13	forget	0.14013412972394246
13	form	0.10188753341654022
13	gov	0.13588125314360205
13	hallucinations	0.1592574278776436
13	have	0.035523570615009
13	here	0.13803611919683623
13	htm	0.12341139605582808
13	http	0.0683282964864644
13	inability	0.15132054203396775
13	include	0.14516421509138375
13	is	0.0222087519941574
13	just	0.051328283223969935
13	korsakoff	0.1289477174139172
13	lest	0.1704438401876689
13	let	0.08454479416393093
13	little	0.09666651934653174
13	loss	0.2802682594478849
13	making	0.10076129184139747
13	me	0.06279197512837527
13	memories	0.15132054203396775
13	memory	0.1260409169376826
13	movements	0.14013412972394246
13	muscle	0.14516421509138375
13	new	0.09147832989361579
13	of	0.044162049018968176
13	profound	0.1592574278776436
13	re	0.07315477142856319
13	read	0.09863800695019079
13	reality	0.13588125314360205
13	really	0.08276423526283909
13	relation	0.1592574278776436
13	say	0.08219536794583411
13	some	0.06451685472214934
13	stories	0.14013412972394246
13	symptoms	0.13588125314360205
13	syndrome	0.13219724388026663
13	that	0.04532102645394257
13	think	0.06451685472214934
13	this	0.02546628109650545
13	uncoordinated	0.1592574278776436
13	unsteady	0.1592574278776436
13	up	0.055064893241869854
13	vision	0.15132054203396775
13	walking	0.15132054203396775
13	we	0.0843540233618723
13	wernicke	0.1592574278776436
13	wet	0.1592574278776436
13	what	0.0518856574821077
13	with	0.04284506096483678
13	www	0.07397838743840054
13	you	0.03977644719534942
14	abnormalities	0.12377895008788589
14	alcohol	0.10561038863231807
14	all	0.038779485948106075
14	at	0.03824338439890499
14	back	0.06388434424697274
14	bad	0.07747324800718224
14	badly	0.12377895008788589
14	be	0.024189531278108033
14	because	0.06064150687434136
14	bed	0.13247331611801508
14	behavior	0.10274708231871837
14	brain	0.08926786138099727
14	call	0.1447220270674801
14	can	0.035396629954165176
14	confabulation	0.10561038863231807
14	coordination	0.12377895008788589
14	damage	0.10561038863231807
14	day	0.06933587290447055
14	dealing	0.11761019921836673
14	debate	0.07666398422833086
14	developed	0.11282534431077477
14	developing	0.11282534431077477
14	didn	0.07588415483302138
14	double	0.11282534431077477
14	dream	0.12377895008788589
14	drooping	0.12377895008788589
14	explain	0.19592445482225285
14	explanation	0.11282534431077477
14	eye	0.11282534431077477
14	eyelid	0.12377895008788589
14	face	0.10274708231871837
14	follow	0.10274708231871837
14	footage	0.0923363649068306
14	for	0.0246761019614684
14	forget	0.10891583318823754
14	form	0.07918959938894085
14	from	0.03837615847664076
14	had	0.058838517212928425
14	hallucinations	0.12377895008788589
14	have	0.027609828519125197
14	he	0.2099732214312291
14	him	0.0626101311075339
14	his	0.09804245469464878
14	how	0.051822108740436135
14	in	0.034224945655166164
14	inability	0.11761019921836673
14	insane	0.11761019921836673
14	instead	0.10561038863231807
14	is	0.017261210614999162
14	it	0.037509680853540964
14	just	0.03989365577446027
14	kill	0.13247331611801508
14	last	0.07370163411257677
14	lest	0.13247331611801508
14	like	0.04346279554338643
14	little	0.07513169359081232
14	look	0.07370163411257677
14	looks	0.09074727173266972
14	loss	0.21783166637647508
14	made	0.06877888197705308
14	making	0.07831425560388613
14	me	0.04880353060396254
14	memories	0.11761019921836673
14	memory	0.09796222741112642
14	might	0.07109929992542943
14	movements	0.10891583318823754
14	muscle	0.11282534431077477
14	need	0.05654471993220858
14	new	0.07109929992542943
14	no	0.049687901097230244
14	now	0.049687901097230244
14	of	0.06864775017586468
14	one	0.044857950599845514
14	others	0.08419898980411888
14	over	0.05815773161977334
